vib_x,vib_y,vib_z,temp
0.16,-6.59,7.14,34.0
0.43,-6.75,7.22,34.06
-0.47,-7.18,7.1,34.0
-0.31,-6.79,7.1,34.0
0.12,-6.28,7.49,34.06
-0.59,-7.18,6.94,34.0
-0.24,-6.79,7.18,34.0
-0.04,-6.08,7.69,34.06
-0.04,-6.51,7.3,34.06
0.27,-7.26,7.41,34.0
0.43,-6.59,7.45,34.06
-0.04,-6.43,7.37,34.06
-0.51,-7.02,7.14,34.06
-0.12,-6.67,7.26,34.06
0.71,-6.32,7.37,34.06
0.47,-6.67,7.34,34.06
0.31,-6.83,7.26,34.06
-0.27,-6.94,7.1,34.06
-0.24,-6.75,7.37,34.06
0.08,-6.83,7.45,34.06
0.9,-7.81,6.59,34.13
0.12,-6.39,7.45,34.06
0.55,-6.86,7.22,34.06
0.08,-6.98,7.1,34.13
0.24,-7.26,7.14,34.13
0.43,-6.63,7.34,34.06
-0.39,-7.1,7.06,34.13
-0.08,-6.59,7.26,34.13
-0.43,-6.98,6.63,34.13
-0.39,-5.65,7.45,34.13
-0.31,-6.86,7.06,34.13
0.12,-6.55,7.3,34.13
0.47,-6.47,7.37,34.13
-0.59,-7.81,6.86,34.13
0.12,-6.47,7.34,34.13
0.39,-6.51,7.41,34.13
0.35,-6.43,7.41,34.13
-0.35,-7.22,6.94,34.13
0.43,-6.24,7.57,34.13
0.27,-7.1,7.06,34.13
0.04,-7.3,7.06,34.13
-0.31,-6.83,7.18,34.13
0.12,-6.43,7.45,34.13
-0.27,-7.06,7.1,34.13
0.12,-6.47,7.22,34.13
0.39,-6.28,7.49,34.13
0.39,-6.63,7.06,34.13
0.39,-6.55,7.06,34.13
0.78,-7.1,7.06,34.13
0.24,-8.59,6.55,34.19
-0.2,-6.71,7.26,34.13
0.24,-6.71,7.3,34.13
-0.82,-8.08,6.83,34.13
-0.51,-8.0,6.94,34.13
0.35,-6.59,7.37,34.19
0.16,-6.79,7.22,34.19
0.12,-6.71,7.1,34.13
2.82,-8.71,6.04,34.19
-0.35,-6.94,7.22,34.13
-0.24,-6.86,7.22,34.19
0.2,-6.79,7.26,34.19
0.0,-7.06,7.41,34.19
-0.63,-6.86,7.26,34.19
0.12,-6.43,7.37,34.13
-0.39,-6.55,7.37,34.19
-0.67,-6.9,7.1,34.19
-0.12,-6.59,7.3,34.19
0.39,-6.55,7.34,34.19
1.18,-6.86,7.1,34.19
-0.04,-6.67,7.22,34.19
-0.31,-6.86,7.14,34.19
-0.63,-7.06,7.22,34.19
-0.16,-6.63,7.3,34.19
-0.31,-6.94,7.1,34.19
-0.78,-7.1,7.14,34.19
0.27,-6.24,7.26,34.19
-0.08,-6.86,7.26,34.19
-0.63,-6.9,7.26,34.13
-0.08,-6.75,7.1,34.19
-0.39,-6.75,7.3,34.19
-0.12,-6.94,7.06,34.19
-0.67,-7.14,7.18,34.19
-0.24,-6.63,7.41,34.19
0.08,-6.67,7.3,34.19
-0.55,-6.83,7.06,34.19
-0.08,-6.67,7.3,34.19
0.0,-6.71,7.18,34.19
0.0,-7.06,6.98,34.19
0.43,-7.22,7.34,34.19
0.2,-6.79,7.3,34.19
-0.2,-7.1,7.3,34.19
-0.82,-8.12,6.79,34.19
0.31,-6.75,7.22,34.19
-0.39,-6.98,7.1,34.19
-0.04,-6.75,7.14,34.19
0.27,-6.98,7.14,34.19
-0.39,-6.86,7.22,34.19
-0.08,-6.79,7.06,34.19
-0.27,-6.98,7.3,34.19
-0.2,-6.83,7.06,34.13
0.12,-6.75,7.3,34.19
0.27,-6.83,7.1,34.13
-0.31,-5.96,7.73,34.19
0.55,-5.69,7.92,34.13
0.47,-6.04,7.77,34.13
0.0,-6.55,7.45,34.19
-0.43,-7.26,7.3,34.19
0.47,-6.12,7.88,34.13
0.0,-6.67,7.45,34.13
0.2,-6.0,7.49,34.19
0.63,-6.16,7.69,34.19
0.86,-6.0,7.69,34.13
0.35,-6.35,7.49,34.13
0.59,-5.84,7.88,34.13
0.24,-6.43,7.65,34.13
0.08,-6.55,7.57,34.19
-0.04,-6.71,7.41,34.19
0.47,-5.69,7.85,34.19
0.51,-6.35,7.61,34.19
-0.08,-6.63,7.49,34.13
0.24,-6.12,7.57,34.19
0.51,-6.24,7.61,34.19
-0.12,-6.51,7.41,34.19
0.31,-6.0,7.69,34.19
0.59,-5.81,7.85,34.19
0.27,-6.24,7.69,34.13
0.43,-5.81,7.77,34.19
0.63,-6.28,7.73,34.19
-0.08,-6.75,7.57,34.13
0.2,-6.08,7.65,34.19
0.47,-6.2,7.73,34.19
0.04,-6.67,7.53,34.19
0.27,-5.92,7.77,34.13
0.71,-6.28,7.81,34.19
0.2,-6.47,7.57,34.19
0.47,-6.12,7.49,34.19
0.67,-5.88,7.92,34.19
-0.08,-6.47,7.53,34.19
0.31,-6.43,7.45,34.19
0.31,-6.28,7.73,34.19
0.0,-6.24,7.41,34.19
0.47,-6.28,7.65,34.19
0.08,-5.96,7.88,34.19
0.55,-6.32,7.69,34.25
-0.04,-6.63,7.41,34.25
0.04,-6.39,7.69,34.19
0.47,-5.73,7.88,34.19
0.08,-6.24,7.61,34.19
1.18,-5.81,8.04,34.19
0.35,-5.1,7.57,34.19
0.12,-6.63,7.45,34.19
0.67,-5.69,7.92,34.19
0.47,-6.12,7.77,34.19
0.12,-6.86,7.49,34.19
0.43,-6.08,7.65,34.19
0.55,-6.12,7.81,34.19
-0.04,-6.71,7.45,34.19
0.35,-5.84,7.81,34.19
0.51,-6.32,7.81,34.19
0.59,-5.92,7.85,34.19
0.27,-6.59,7.45,34.19
0.43,-6.24,7.57,34.19
0.59,-6.32,7.61,34.19
0.47,-6.35,7.69,34.19
0.12,-6.63,7.3,34.19
0.12,-6.47,7.49,34.19
0.55,-5.92,7.69,34.19
0.12,-6.55,7.85,34.19
-0.04,-6.35,7.41,34.19
0.27,-5.96,7.69,34.19
0.51,-5.81,7.92,34.13
0.55,-6.0,7.81,34.13
0.27,-6.51,7.69,34.19
0.47,-5.73,7.81,34.19
0.59,-5.81,7.96,34.19
0.35,-6.32,7.49,34.19
0.08,-6.59,7.53,34.13
0.51,-5.96,7.81,34.19
0.2,-6.43,7.57,34.19
0.0,-6.51,7.37,34.19
0.31,-5.88,7.88,34.13
0.67,-6.16,7.73,34.19
0.08,-6.51,7.61,34.19
0.04,-6.39,6.83,34.19
0.63,-6.04,7.85,34.19
0.16,-6.63,7.53,34.19
0.12,-6.59,7.41,34.19
0.43,-6.28,7.88,34.19
0.08,-6.59,7.34,34.19
0.16,-6.12,7.53,34.19
0.2,-5.33,7.73,34.13
0.71,-5.77,7.88,34.13
0.0,-6.59,7.61,34.13
0.35,-6.32,7.65,34.13
0.63,-5.92,7.88,34.13
0.35,-6.39,7.53,34.13
-0.04,-6.71,7.45,34.13
0.59,-5.96,6.67,34.13
0.27,-6.35,7.65,34.13
1.1,-6.94,6.9,34.13
0.43,-6.28,7.69,34.13
0.63,-6.43,7.57,34.13
0.27,-6.43,7.41,34.13
0.63,-5.88,7.92,34.13
0.43,-6.43,7.37,34.13
0.04,-6.63,7.45,34.19
0.9,-6.47,7.02,34.13
0.47,-6.59,7.3,34.13
-0.16,-6.67,7.69,34.13
0.63,-6.28,7.57,34.13
0.55,-6.0,7.85,34.13
0.08,-6.32,7.45,34.13
0.47,-5.69,7.81,34.13
0.55,-6.28,7.65,34.13
-0.75,-4.63,8.36,34.13
0.59,-5.88,7.81,34.13
0.59,-6.32,7.57,34.13
-0.04,-6.71,7.37,34.13
0.31,-5.88,7.69,34.19
-0.47,-7.92,7.06,34.13
0.16,-6.39,7.53,34.13
0.63,-6.12,7.73,34.13
0.35,-6.28,7.77,34.13
0.35,-6.75,7.02,34.13
0.59,-5.88,7.85,34.13
0.47,-6.16,7.88,34.13
0.0,-6.55,7.49,34.13
0.35,-6.43,7.57,34.13
0.39,-6.43,7.57,34.13
0.04,-6.63,7.41,34.13
0.27,-6.28,7.77,34.13
0.75,-5.96,7.73,34.13
0.08,-6.47,7.65,34.13
0.43,-6.24,7.73,34.13
0.59,-6.24,7.65,34.13
0.2,-6.32,7.65,34.13
0.04,-6.24,7.49,34.13
0.55,-5.84,7.88,34.13
0.0,-6.59,7.3,34.13
0.51,-5.84,7.81,34.13
0.55,-6.12,7.81,34.13
0.08,-6.67,7.53,34.13
0.59,-6.2,7.65,34.13
0.24,-6.59,7.41,34.06
0.16,-6.63,7.53,34.13
0.51,-5.77,7.88,34.06
0.08,-6.67,7.49,34.06
0.59,-6.28,7.61,34.13
0.35,-6.28,7.73,34.13
0.12,-6.2,7.41,34.13
0.59,-6.2,7.73,34.06
0.0,-6.67,7.41,34.13
0.35,-5.92,7.69,34.13
0.2,-5.92,7.85,34.13
0.35,-5.92,7.41,34.13
0.67,-5.96,7.88,34.13
0.51,-6.47,7.49,34.13
0.39,-6.43,7.49,34.13
-0.04,-6.9,7.02,34.13
0.59,-5.77,7.73,34.13
0.39,-6.55,7.37,34.13
-1.06,-6.55,7.3,34.06
0.59,-6.0,7.85,34.13
1.84,-6.71,7.45,34.13
0.16,-6.08,7.49,34.06
0.51,-5.73,7.96,34.13
0.0,-6.55,7.41,34.13
0.47,-5.88,7.77,34.13
0.63,-6.12,7.65,34.13
0.12,-6.59,7.45,34.13
0.51,-6.16,7.45,34.13
0.47,-6.35,7.49,34.13
0.04,-6.51,7.49,34.13
0.51,-5.92,7.73,34.13
0.35,-7.65,7.22,34.13
0.35,-6.39,7.57,34.13
0.63,-6.2,7.73,34.13
0.24,-6.47,7.57,34.13
0.08,-6.12,7.45,34.13
0.63,-6.08,7.77,34.13
0.71,-5.81,7.81,34.13
0.63,-6.08,7.88,34.13
0.12,-6.55,7.49,34.13
0.63,-6.28,7.65,34.13
0.55,-6.39,7.49,34.13
-0.04,-6.63,7.37,34.13
0.31,-6.12,7.53,34.13
0.35,-6.28,7.65,34.13
0.63,-5.96,7.81,34.13
0.16,-6.51,7.53,34.06
0.12,-6.04,7.53,34.13
0.51,-6.12,7.77,34.13
-0.04,-6.59,7.41,34.13
0.35,-5.96,7.61,34.13
0.63,-5.88,7.85,34.13
0.2,-6.47,7.73,34.13
0.43,-6.28,7.69,34.13
0.55,-6.08,7.65,34.19
-0.04,-6.67,7.53,34.13
0.31,-6.12,7.53,34.13
0.39,-6.28,7.77,34.13
0.0,-6.39,7.41,34.13
-0.24,-7.77,7.14,34.13
0.0,-6.35,7.45,34.13
0.47,-5.73,7.65,34.13
0.16,-6.63,7.73,34.13
0.16,-6.28,7.34,34.13
0.63,-6.32,7.61,34.13
0.59,-6.28,7.53,34.13
0.47,-6.59,7.49,34.13
0.67,-6.24,7.77,34.13
0.2,-6.71,7.26,34.13
0.12,-6.43,7.45,34.13
0.47,-6.35,7.69,34.19
0.63,-6.24,7.81,34.13
0.47,-6.24,7.69,34.19
0.47,-6.32,7.34,34.13
0.59,-6.0,7.73,34.19
0.04,-6.67,7.34,34.13
0.67,-6.28,7.61,34.13
0.47,-6.51,7.49,34.13
0.04,-6.51,7.34,34.19
0.08,-6.43,7.61,34.13
0.59,-5.88,7.85,34.13
0.35,-6.35,7.57,34.19
-0.47,-6.32,7.3,34.13
0.04,-6.67,7.3,34.13
0.71,-5.88,7.85,34.13
0.35,-6.55,7.37,34.13
0.04,-6.43,7.41,34.13
0.27,-6.43,7.61,34.13
0.43,-6.55,7.57,34.13
0.9,-6.9,7.1,34.13
0.43,-5.88,7.81,34.13
0.59,-5.96,7.85,34.13
0.27,-6.63,7.41,34.19
0.59,-6.28,7.69,34.13
0.59,-6.0,7.77,34.13
-0.08,-6.55,7.37,34.13
0.59,-5.96,7.73,34.13
0.24,-6.67,7.45,34.13
0.16,-6.59,7.69,34.13
0.51,-6.16,7.65,34.19
0.12,-6.32,7.88,34.13
-0.04,-5.22,8.43,34.13
0.59,-5.96,7.88,34.19
0.24,-6.39,7.57,34.13
0.08,-6.55,7.45,34.13
0.51,-6.55,7.49,34.13
-0.08,-6.51,7.53,34.19
0.63,-5.88,7.69,34.13
0.55,-6.47,7.49,34.13
0.35,-6.28,7.69,34.13
0.67,-5.88,7.88,34.19
0.2,-6.55,7.49,34.13
0.24,-5.92,7.53,34.13
0.43,-6.2,7.85,34.19
-0.08,-6.55,7.45,34.19
0.51,-5.81,7.85,34.19
0.24,-6.0,7.85,34.13
0.39,-5.92,7.73,34.19
0.71,-6.39,7.57,34.19
0.24,-6.35,7.53,34.19
0.59,-6.28,7.69,34.13
0.47,-6.16,7.73,34.19
-0.08,-6.55,7.49,34.13
0.55,-5.88,7.81,34.13
0.12,-6.47,7.53,34.19
0.08,-6.28,7.53,34.19
0.71,-6.63,7.34,34.19
0.39,-6.12,7.77,34.19
0.47,-5.88,7.69,34.19
0.63,-6.32,7.61,34.19
0.08,-6.59,7.37,34.13
0.2,-6.2,7.61,34.19
0.39,-6.51,7.45,34.19
0.04,-6.55,7.53,34.19
-0.27,-6.79,7.77,34.19
0.39,-6.39,7.65,34.19
0.43,-5.92,7.73,34.19
0.71,-6.28,7.61,34.19
-0.08,-6.47,7.53,34.19
0.55,-5.88,7.77,34.19
0.08,-6.43,7.18,34.19
-0.63,-5.88,7.88,34.19
-0.12,-5.88,7.81,34.19
-0.31,-5.96,7.73,34.13
0.2,-5.92,7.77,34.19
-0.59,-6.75,7.37,34.13
-0.16,-6.16,7.69,34.19
-0.35,-6.51,7.61,34.13
-0.12,-6.08,7.61,34.19
0.31,-6.2,7.69,34.13
-0.55,-6.47,7.57,34.19
-0.51,-6.47,7.85,34.13
-0.16,-5.88,7.77,34.13
0.31,-5.84,7.77,34.13
-0.39,-6.71,7.53,34.13
0.2,-5.88,7.69,34.13
0.08,-6.55,7.41,34.13
-2.28,-2.82,9.14,34.13
-0.47,-0.27,9.77,34.13
-0.98,-0.9,9.73,34.13
-0.43,-0.51,9.77,34.13
-0.43,-1.18,9.81,34.13
-0.94,-1.33,9.61,34.19
-0.35,-1.18,9.65,34.19
-0.94,-1.29,9.57,34.25
-0.35,-1.1,9.57,34.19
-0.39,-1.29,9.61,34.25
-0.55,-1.45,9.45,34.25
-0.2,-1.33,9.73,34.25
-0.78,-1.96,9.65,34.25
-0.71,-2.0,9.45,34.31
-0.31,-1.53,9.53,34.31
-1.02,-2.12,9.57,34.31
-0.51,-1.84,9.49,34.38
-0.59,-1.8,9.45,34.38
-0.82,-2.2,9.57,34.38
-0.78,-2.0,9.53,34.38
0.04,-1.53,9.65,34.38
-0.71,-2.04,9.65,34.38
-0.39,-1.33,9.85,34.44
-1.02,-1.96,9.45,34.44
-2.35,-2.43,9.96,34.38
-1.02,-1.53,9.41,34.44
-0.67,-1.18,9.57,34.5
-0.98,-1.57,8.98,34.44
-0.86,-2.0,9.53,34.44
-1.96,-2.16,9.26,34.5
-1.8,-2.51,9.81,34.5
-0.04,-4.12,8.12,34.5
0.08,-3.33,6.39,34.5
0.27,2.04,9.34,34.5
0.63,0.16,9.69,34.5
0.2,-0.63,9.49,34.56
0.47,-0.55,9.73,34.56
2.08,-0.47,9.73,34.5
-0.12,-0.47,9.81,34.5
0.47,-0.86,9.65,34.5
-0.08,-0.86,9.69,34.5
0.24,-0.94,9.65,34.5
-1.06,-1.57,9.57,34.5
-0.43,-1.92,9.45,34.5
0.35,-1.37,9.65,34.5
1.02,-2.75,9.06,34.5
0.82,-3.3,9.14,34.5
1.53,0.67,9.81,34.44
1.22,0.12,9.49,34.44
2.0,0.67,9.96,34.44
1.1,-0.43,9.18,34.5
1.84,0.31,9.81,34.44
1.41,-2.28,9.1,34.44
0.24,-0.75,9.85,34.44
0.86,-1.22,9.49,34.5
1.1,-1.33,9.65,34.44
0.63,-1.37,9.53,34.44
0.71,-1.41,9.57,34.44
0.67,-2.0,9.65,34.44
1.02,-1.73,9.53,34.44
1.26,-1.77,9.41,34.44
0.94,-1.77,9.57,34.44
1.57,-1.8,9.57,34.44
0.63,-2.2,9.34,34.44
1.26,-1.33,9.65,34.44
1.65,-2.82,9.02,34.44
1.33,-1.69,9.61,34.44
1.02,-2.0,9.41,34.44
1.41,-4.16,8.75,34.44
1.14,-4.86,8.47,34.5
1.33,-4.12,7.96,34.44
1.26,-6.08,7.57,34.44
3.18,-4.0,8.9,34.44
1.65,-5.92,7.88,34.44
1.37,-4.24,8.59,34.44
1.73,-7.34,8.36,34.44
1.22,-4.12,8.71,34.5
2.28,-5.73,8.0,34.44
2.2,-4.86,7.81,34.44
2.12,-5.65,8.0,34.44
1.37,-5.3,8.36,34.44
1.41,-6.12,7.96,34.5
1.61,-4.94,8.59,34.44
2.0,-8.24,7.81,34.5
1.69,-6.0,7.85,34.44
2.24,-4.98,8.39,34.5
1.92,-5.88,7.73,34.5
1.49,-4.31,8.32,34.44
2.47,-6.16,8.04,34.44
-1.14,-1.92,9.77,34.44
-0.35,-0.31,9.65,34.44
-0.82,-1.73,9.53,34.44
-0.67,-1.45,9.53,34.44
-2.35,-1.73,8.98,34.5
-0.16,-2.86,9.38,34.44
-1.02,-3.57,9.1,34.44
-3.69,-0.24,9.65,34.44
-1.57,-1.41,9.45,34.44
-0.86,-1.37,9.69,34.44
0.63,-2.08,9.49,34.44
0.31,-3.49,8.43,34.44
1.49,-5.18,8.2,34.44
1.57,-5.18,8.04,34.44
2.08,-5.18,8.08,34.44
1.18,-5.69,8.08,34.44
1.88,-4.55,8.12,34.44
1.45,-5.84,7.88,34.44
1.33,-5.61,7.81,34.44
2.16,-5.26,8.2,34.44
1.02,-8.32,7.85,34.5
2.75,-4.08,8.63,34.44
1.61,-5.81,7.88,34.44
1.73,-5.49,8.24,34.44
1.49,-5.73,7.81,34.44
1.69,-4.51,8.32,34.5
2.04,-5.22,7.85,34.44
1.92,-5.3,8.04,34.44
1.84,-5.49,7.77,34.5
1.37,-4.35,8.67,34.5
-0.63,-4.43,8.83,34.5
-0.31,-4.39,8.67,34.5
-2.51,-1.57,9.53,34.44
-1.37,-2.71,9.3,34.5
-2.12,-3.1,9.1,34.44
-1.73,-2.28,9.53,34.44
-2.0,-2.79,8.28,34.5
-2.2,-1.06,9.34,34.5
-2.55,-2.2,9.41,34.5
-2.59,-1.53,9.49,34.5
-2.43,-1.84,9.1,34.44
-1.8,-2.31,9.38,34.44
-2.12,-3.1,8.83,34.44
-1.22,-2.75,9.34,34.5
-1.29,-3.49,8.79,34.5
-2.59,-1.73,8.83,34.5
0.78,-5.96,7.85,34.44
1.06,-5.45,8.12,34.44
0.71,-6.32,7.61,34.44
1.14,-5.61,7.81,34.44
0.71,-6.0,7.65,34.44
1.02,-5.49,7.96,34.44
1.02,-6.08,7.61,34.44
1.14,-5.53,7.96,34.5
0.94,-6.51,7.49,34.5
0.9,-6.12,7.77,34.44
0.78,-6.39,7.53,34.44
0.98,-5.65,7.88,34.44
1.26,-6.35,7.57,34.44
1.22,-6.0,7.65,34.44
1.1,-6.47,7.53,34.44
0.82,-5.88,7.81,34.44
1.33,-5.69,7.88,34.44
0.98,-6.08,7.69,34.44
1.49,-6.08,7.73,34.44
0.9,-6.16,7.61,34.44
1.45,-6.24,7.73,34.5
0.86,-6.24,7.53,34.5
1.29,-5.53,7.92,34.44
1.37,-5.77,7.88,34.5
1.53,-6.28,7.73,34.5
0.78,-6.28,7.49,34.5
0.86,-5.96,7.77,34.44
1.57,-6.2,7.69,34.44
0.78,-6.28,7.41,34.44
2.12,-6.79,8.04,34.44
0.86,-6.67,7.3,34.5
1.26,-6.16,7.77,34.44
2.2,-5.77,8.39,34.5
1.02,-6.04,7.85,34.44
1.45,-5.77,7.69,34.5
0.71,-6.35,7.53,34.5
1.1,-5.41,8.0,34.5
2.12,-6.12,7.65,34.5
1.29,-6.94,7.37,34.5
0.71,-5.96,7.65,34.5
1.18,-6.08,7.65,34.5
0.16,-6.67,7.61,34.44
1.53,-6.04,7.77,34.5
0.82,-6.43,7.57,34.5
1.37,-6.0,7.77,34.44
1.29,-5.96,7.73,34.5
2.16,-5.06,7.57,34.44
1.41,-5.81,8.0,34.44
0.67,-6.24,7.49,34.44
1.41,-6.12,7.81,34.44
1.18,-6.08,7.61,34.44
1.37,-6.04,7.77,34.44
1.06,-6.12,7.61,34.44
0.98,-6.04,7.81,34.44
0.82,-6.08,7.65,34.44
1.45,-7.14,7.69,34.44
1.65,-6.12,7.81,34.44
0.75,-6.39,7.41,34.44
1.61,-6.39,7.81,34.44
1.29,-5.49,7.96,34.44
0.71,-6.24,7.49,34.44
1.41,-6.04,7.77,34.44
1.33,-6.75,7.41,34.44
1.84,-7.65,6.75,34.44
1.45,-6.39,7.45,34.44
0.98,-6.28,7.61,34.44
1.29,-5.57,7.96,34.5
1.18,-5.88,7.61,34.44
1.22,-5.45,7.81,34.44
1.26,-6.04,7.69,34.44
0.78,-6.2,7.65,34.44
1.53,-6.47,7.81,34.44
0.78,-6.51,7.34,34.44
0.75,-5.14,8.08,34.44
1.29,-5.96,7.69,34.44
1.1,-5.69,7.92,34.44
1.53,-6.16,7.69,34.44
0.71,-6.32,7.53,34.44
1.29,-5.84,7.81,34.44
0.75,-6.55,7.57,34.44
1.37,-5.57,7.88,34.44
0.9,-6.28,7.49,34.5
1.22,-5.53,8.0,34.44
1.33,-5.88,7.69,34.44
1.14,-5.61,7.96,34.44
1.29,-6.59,7.49,34.44
0.75,-6.12,7.53,34.44
1.41,-5.96,7.96,34.44
0.63,-7.26,7.61,34.44
1.14,-5.65,7.88,34.38
1.61,-6.39,7.53,34.44
1.18,-5.53,7.61,34.44
1.26,-6.71,7.41,34.44
0.08,-5.69,7.65,34.44
1.53,-6.04,7.85,34.38
0.86,-6.32,7.57,34.44
1.53,-5.61,7.88,34.44
1.14,-6.2,7.37,34.44
1.61,-6.55,7.81,34.44
0.94,-6.71,7.37,34.44
1.41,-6.9,7.65,34.44
1.33,-5.73,7.81,34.38
0.98,-6.43,7.41,34.44
1.41,-5.73,7.81,34.38
0.82,-6.51,7.41,34.38
1.02,-6.2,7.61,34.38
1.45,-6.04,7.73,34.38
1.1,-5.92,7.57,34.38
0.98,-5.81,7.57,34.38
1.49,-5.61,7.96,34.38
1.14,-5.77,7.73,34.38
1.45,-5.33,7.73,34.38
0.78,-6.39,7.53,34.44
1.29,-5.96,7.77,34.44
0.78,-6.32,7.49,34.44
1.45,-6.04,7.77,34.44
1.53,-6.28,7.53,34.38
1.41,-6.12,7.73,34.38
1.02,-6.55,7.37,34.38
0.39,-6.63,7.92,34.44
1.26,-6.24,7.69,34.38
0.98,-6.2,7.69,34.38
2.24,-6.43,7.53,34.38
1.26,-6.04,7.65,34.38
1.29,-5.45,7.88,34.38
1.22,-6.59,7.41,34.38
0.94,-5.73,7.65,34.38
0.0,-5.53,7.92,34.38
0.98,-6.04,7.69,34.38
1.65,-6.04,7.77,34.44
1.14,-6.24,7.53,34.38
1.33,-5.49,7.73,34.38
1.29,-6.12,7.69,34.38
0.59,-6.04,7.65,34.38
1.37,-6.12,7.85,34.38
0.67,-6.24,7.49,34.38
1.33,-5.57,7.85,34.38
0.94,-6.51,7.3,34.44
0.12,-4.9,7.65,34.44
0.78,-6.63,7.34,34.44
1.1,-6.04,7.81,34.44
0.94,-6.24,7.65,34.44
1.02,-6.12,7.69,34.38
1.73,-6.24,7.57,34.38
0.94,-6.2,7.49,34.38
1.41,-5.49,7.81,34.38
0.86,-6.32,7.57,34.38
1.41,-5.57,7.81,34.38
0.9,-6.32,7.49,34.44
1.33,-5.49,7.88,34.38
0.94,-6.16,7.61,34.38
1.22,-5.1,8.04,34.44
1.45,-6.35,7.49,34.38
1.06,-5.61,7.73,34.38
1.29,-6.0,7.73,34.38
1.06,-6.12,7.69,34.44
1.61,-5.45,7.92,34.44
1.02,-6.47,7.49,34.44
1.73,-6.0,7.69,34.44
1.06,-6.39,7.41,34.38
1.29,-5.45,8.0,34.38
0.94,-6.75,7.41,34.44
1.22,-5.18,7.96,34.38
1.61,-6.28,7.53,34.38
1.45,-5.53,7.77,34.38
1.37,-6.47,7.37,34.38
1.18,-5.96,7.57,34.38
1.41,-5.45,7.92,34.44
1.1,-6.04,7.77,34.38
1.49,-5.37,8.04,34.38
1.14,-6.39,7.37,34.38
1.8,-6.0,7.65,34.38
1.14,-6.12,7.45,34.31
1.49,-5.92,7.81,34.38
1.77,-6.32,7.57,34.38
1.65,-4.94,7.92,34.38
2.08,-5.92,7.61,34.38
0.75,-6.63,7.45,34.38
1.88,-8.51,8.24,34.38
1.69,-6.24,7.53,34.38
2.2,-6.12,7.65,34.31
1.69,-6.35,7.34,34.31
2.28,-5.45,7.77,34.38
1.65,-6.28,7.34,34.31
1.92,-5.33,7.85,34.31
1.73,-6.39,7.53,34.31
2.75,-6.67,7.3,34.31
1.8,-6.2,7.45,34.31
2.39,-6.16,7.69,34.31
1.65,-6.39,7.34,34.31
2.16,-6.0,7.69,34.31
2.35,-5.45,7.81,34.31
1.77,-6.35,7.45,34.31
1.8,-4.86,8.04,34.31
2.08,-6.2,7.57,34.31
2.39,-6.16,7.45,34.31
0.51,-6.24,7.53,34.31
2.2,-6.35,7.37,34.31
0.9,-6.32,7.61,34.31
2.63,-5.96,7.65,34.31
1.69,-5.45,7.69,34.31
1.06,-6.67,7.45,34.31
2.24,-5.96,7.69,34.31
1.73,-6.35,7.53,34.31
2.35,-5.96,7.57,34.31
1.57,-6.35,7.41,34.31
2.16,-5.77,7.73,34.38
1.69,-6.43,7.34,34.38
2.28,-6.24,7.61,34.38
1.29,-6.39,7.45,34.31
2.43,-5.14,7.92,34.31
1.69,-6.35,7.26,34.38
2.35,-5.33,7.81,34.31
1.69,-6.39,7.22,34.31
1.92,-5.37,7.92,34.31
1.8,-6.32,7.37,34.38
2.28,-5.37,7.69,34.38
1.61,-6.35,7.3,34.31
2.39,-6.16,7.77,34.31
1.53,-6.12,7.41,34.31
2.2,-6.0,7.77,34.31
1.73,-6.24,7.45,34.31
1.96,-6.12,7.61,34.31
1.84,-6.04,7.34,34.31
1.96,-5.3,7.81,34.31
1.57,-6.39,7.45,34.31
2.08,-5.22,7.85,34.31
1.96,-6.83,7.26,34.31
2.39,-6.04,7.65,34.31
1.26,-8.47,6.9,34.31
2.08,-6.08,7.73,34.31
1.77,-6.51,7.37,34.31
1.8,-4.9,7.88,34.31
2.0,-5.96,7.49,34.31
1.92,-5.1,7.96,34.31
2.16,-5.84,7.53,34.31
2.35,-5.61,7.73,34.25
1.73,-6.43,7.37,34.25
2.28,-5.61,7.61,34.25
1.53,-5.92,7.53,34.25
2.28,-5.84,7.65,34.25
1.69,-6.24,7.41,34.25
2.24,-6.16,7.65,34.25
2.08,-6.43,7.34,34.25
2.39,-6.04,7.61,34.25
1.88,-6.28,7.45,34.25
1.53,-6.04,7.61,34.25
1.84,-6.51,7.57,34.25
2.0,-5.53,7.88,34.25
2.16,-5.65,7.53,34.25
1.18,-6.12,7.06,34.25
1.84,-5.37,7.73,34.25
1.45,-5.37,7.73,34.25
1.88,-6.16,7.45,34.25
1.8,-6.08,7.61,34.19
2.24,-5.45,7.65,34.25
1.84,-5.41,7.49,34.25
2.2,-5.37,7.73,34.19
1.8,-5.37,7.77,34.25
2.39,-6.08,7.57,34.25
1.69,-6.28,7.45,34.25
1.92,-5.45,7.65,34.25
1.88,-6.0,7.73,34.25
2.2,-5.37,7.61,34.25
1.92,-5.22,7.81,34.25
2.24,-5.88,7.49,34.19
1.69,-5.88,7.49,34.19
2.24,-6.0,7.53,34.19
1.61,-5.61,7.69,34.19
1.73,-6.16,7.34,34.19
1.45,-5.96,8.79,34.19
2.51,-6.12,7.57,34.19
1.61,-6.0,7.45,34.19
2.16,-5.88,7.69,34.19
1.65,-5.92,7.53,34.19
2.28,-6.0,7.73,34.19
1.84,-6.35,7.45,34.19
2.2,-5.88,7.53,34.19
